custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,154.6051,66.50362,877.8898,0,0.9983215,0,0.05791529;
custom,tree5,default,1,1,1,0,1,1,1,1.0,1.0,210.3316,54.38218,812.2416,0,0.6034875,0,-0.7973725;
customb,tree0,default,4,4,4,0,1,1,1,1.0,1.0,2091.298,314.8988,2584.247,0,0.3870442,0,0.9220611;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-102.681,62.30365,1122.774,-0.003120301,0.803016,-0.004204622,-0.5959345;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,135.5082,99.70349,1214.984,0.02833566,0.3067978,-0.05181514,-0.9499407;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,248.0939,164.5038,1172.451,0.05058033,-0.6937695,-0.04577981,-0.7169587;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-217.2493,62.30365,1231.335,0.004237068,-0.6043107,-0.003076102,-0.7967317;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-170.9623,62.30365,1393.033,0.00242414,-0.6999054,0.00464098,0.7142164;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-112.9798,62.30365,1303.246,-0.002329759,0.166419,0.004689073,0.9860413;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-262.3596,62.30365,1088.72,-0.004533535,0.973646,-0.002619591,-0.2280045;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-211.0217,62.30365,903.618,1.865752E-06,0.2893654,-0.005235952,-0.9572044;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,66.39427,62.30365,1363.929,0.003120307,-0.8030166,0.004204629,0.5959337;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,126.2566,62.30365,1569.131,-0.001036756,-0.09445803,0.005132287,0.9955151;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,152.6816,62.30365,1695.463,-0.005005039,0.8298043,0.001537796,0.5580299;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,75.80803,62.30365,1900.823,-8.037332E-05,0.3043648,-0.005235343,-0.9525412;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-92.42587,62.30365,1772.087,0.004847119,-0.9955814,0.001980094,0.09375603;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,-185.2206,89.90327,1627.397,-0.1835724,-0.4985496,-0.1044065,0.840743;
customb,tree0,default,2,2,2,0,1,1,1,1.0,1.0,117.406,136.4725,1422.309,0,0.875331,0,0.4835242;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,393.4065,62.30365,2025.575,0.002944593,-0.2987004,-0.004329511,-0.9543326;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,633.4665,62.30365,1955.986,0.005201478,-0.917602,-0.000599948,-0.3974659;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,554.6585,117.5028,1827.074,-0.1025484,-0.8994424,-0.1007776,-0.4127119;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,797.7628,62.30365,2071.63,0.001925746,-0.6214154,0.004868966,0.7834638;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,931.3863,62.30365,2168.328,-0.004138376,0.5789859,0.003207683,0.8153208;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1051.684,62.30365,2213.766,-0.005084386,0.9985974,-0.001250775,0.05268732;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1153.429,62.30365,2138.902,-0.0003816036,0.3586922,-0.005222052,-0.9334413;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1330.842,62.30365,2180.878,0.005138389,-0.8835886,-0.001006203,-0.4682348;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1364.536,62.30365,2079.982,0.004282743,-0.9495231,0.003012251,0.3136536;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1529.495,62.30365,2158.261,-0.002571997,0.2177962,0.004560747,0.9759803;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1596.771,62.30365,1986.319,-0.004804613,0.9933997,-0.002081179,-0.1145853;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1690.857,62.30365,2097.591,0.0004126735,0.2133719,-0.005219708,-0.976957;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1813.452,62.30365,2306.35,0.004266928,-0.9478678,0.003034635,0.3186209;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1780.274,62.30365,2397.497,0.001033107,-0.4728548,0.005133067,0.8811247;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1616.764,62.30365,2338.096,-0.004507794,0.6766073,0.002663739,0.7363255;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1603.164,62.30365,2423.746,-0.00504262,0.9997596,-0.001409858,0.02129468;
custom,tree2,default,1,1,1,0,1,1,1,1.0,1.0,1399.547,62.30365,2341.305,0.002005451,-0.09896757,-0.004836725,-0.9950769;
custom,tree5,default,1,1,1,0,1,1,1,1.0,1.0,1982.872,68.87734,2334.953,0.1024881,-0.07650695,-0.007906226,-0.9917562;
custom,tree5,default,1,1,1,0,1,1,1,1.0,1.0,2059.151,68.87734,2495.141,0.000927856,-0.5013889,0.006255303,-0.8651989;
